filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region	final_average_TL_p75	chr_order	arm	final_average_TL_p75_kb	direction	TL_group
3188	chr21	q	33956153	BND	8	11.330744	33.956153	0.235597948919596	0.333687505766628	chr21q	3706	21	q	3.706	Negative	Short TL
3188	chr22	p	14249622	BND	2	9.693	14.249622	0.140354600283432	0.680228570273654	chr22p	2627.8	22	p	2.6278	Positive	Short TL
3188	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p	2627.8	22	p	2.6278	Positive	Short TL
3188	chr22	q	37075304	BND	4	0.007482	37.075304	0.10788852870903	0.00020180549295024	chr22q	2676	22	q	2.676	Positive	Short TL
3188	chr22	q	37075304	DEL	2	0.000728	37.075304	0.0539442643545148	1.96357122250434e-05	chr22q	2676	22	q	2.676	Positive	Short TL
3188	chr22	q	37075304	DUP	3	0.617608	37.075304	0.0809163965317722	0.0166582046097316	chr22q	2676	22	q	2.676	Positive	Short TL
3188	chr22	q	37075304	INS	1	0.001638	37.075304	0.0269721321772574	4.41803525063476e-05	chr22q	2676	22	q	2.676	Positive	Short TL
3188	chr3	p	94076514	BND	6	0.0969	94.076514	0.0637778734020693	0.00103001265544342	chr3p	2890.5	3	p	2.8905	Negative	Short TL
3188	chr3	p	94076514	DEL	5	0.032679	94.076514	0.0531482278350577	0.00034736618748437	chr3p	2890.5	3	p	2.8905	Negative	Short TL
3188	chr3	p	94076514	INV	1	0.000423	94.076514	0.0106296455670115	4.49634007484589e-06	chr3p	2890.5	3	p	2.8905	Negative	Short TL
3188	chr3	q	107029434	BND	6	0.04979	107.029434	0.0560593453199052	0.000465199133913013	chr3q	2360.8	3	q	2.3608	Negative	Short TL
3188	chr3	q	107029434	DEL	9	0.04959	107.029434	0.0840890179798578	0.000463330489069016	chr3q	2360.8	3	q	2.3608	Negative	Short TL
3188	chr3	q	107029434	INS	1	0.002049	107.029434	0.0093432242199842	1.91442664267476e-05	chr3q	2360.8	3	q	2.3608	Negative	Short TL
3188	chr4	p	52452474	DEL	1	0.022401	52.452474	0.0190648776643024	0.000427072324558037	chr4p	2557.83333333333	4	p	2.55783333333333	Negative	Short TL
3188	chr4	p	52452474	INS	2	0.000747	52.452474	0.0381297553286047	1.42414636152339e-05	chr4p	2557.83333333333	4	p	2.55783333333333	Negative	Short TL
3188	chr4	q	141122471	BND	2	13.067684	141.122471	0.0141720874487806	0.0925981802005153	chr4q	4114.5	4	q	4.1145	Positive	Short TL
3188	chr4	q	141122471	DEL	10	0.031288	141.122471	0.0708604372439029	0.000221708136048723	chr4q	4114.5	4	q	4.1145	Positive	Short TL
3188	chr4	q	141122471	DUP	2	0.006905	141.122471	0.0141720874487806	4.89291319169149e-05	chr4q	4114.5	4	q	4.1145	Positive	Short TL
3188	chr4	q	141122471	INS	5	0.013966	141.122471	0.0354302186219514	9.89636866548347e-05	chr4q	4114.5	4	q	4.1145	Positive	Short TL
3188	chr5	p	48317879	BND	112	5351.565863	48.317879	2.31798254223866	110.75746646495	chr5p	3681	5	p	3.681	Positive	Short TL
3188	chr5	p	48317879	DEL	4	20.569825	48.317879	0.0827850907942379	0.425718707561646	chr5p	3681	5	p	3.681	Positive	Short TL
3188	chr5	p	48317879	DUP	6	33.725817	48.317879	0.124177636191357	0.697998705613713	chr5p	3681	5	p	3.681	Positive	Short TL
3188	chr5	p	48317879	INS	2	0.003329	48.317879	0.0413925453971189	6.88978918135045e-05	chr5p	3681	5	p	3.681	Positive	Short TL
3188	chr5	q	133727560	BND	180	8753.099853	133.72756	1.34602022200958	65.4547189300395	chr5q	2158	5	q	2.158	Negative	Short TL
3188	chr5	q	133727560	DEL	8	88.417242	133.72756	0.0598231209782037	0.66117442059064	chr5q	2158	5	q	2.158	Negative	Short TL
3188	chr5	q	133727560	DUP	4	125.768522	133.72756	0.0299115604891019	0.940483188356985	chr5q	2158	5	q	2.158	Negative	Short TL
3188	chr5	q	133727560	INS	3	0.001673	133.72756	0.0224336703668264	1.25105101745669e-05	chr5q	2158	5	q	2.158	Negative	Short TL
3188	chr6	p	59672548	BND	10	24.949332	59.672548	0.167581246907707	0.418104016607436	chr6p	2707.5	6	p	2.7075	Negative	Short TL
3188	chr6	p	59672548	DEL	14	0.026803	59.672548	0.23461374567079	0.000449168016086727	chr6p	2707.5	6	p	2.7075	Negative	Short TL
3188	chr6	p	59672548	INS	15	0.009592	59.672548	0.251371870361561	0.000160743932033873	chr6p	2707.5	6	p	2.7075	Negative	Short TL
3188	chr6	q	112454080	DEL	5	0.018827	112.45408	0.0444625930868849	0.000167419448009356	chr6q	2246.33333333333	6	q	2.24633333333333	Positive	Short TL
3188	chr6	q	112454080	INS	1	0.002893	112.45408	0.00889251861737698	2.57260563600716e-05	chr6q	2246.33333333333	6	q	2.24633333333333	Positive	Short TL
3188	chr7	p	62064435	BND	4	0.00495	62.064435	0.0644491486952229	7.97558215103384e-05	chr7p	1615	7	p	1.615	Positive	Short TL
3188	chr7	p	62064435	DEL	3	0.025449	62.064435	0.0483368615214172	0.000410041596286182	chr7p	1615	7	p	1.615	Positive	Short TL
3188	chr7	p	62064435	DUP	1	0.00025	62.064435	0.0161122871738057	4.02807179345143e-06	chr7p	1615	7	p	1.615	Positive	Short TL
3188	chr7	p	62064435	INS	3	0.003144	62.064435	0.0483368615214172	5.06570308744452e-05	chr7p	1615	7	p	1.615	Positive	Short TL
3188	chr7	q	98502993	BND	4	0.0257	98.502993	0.0406079031527499	0.000260905777756418	chr7q	2375.75	7	q	2.37575	Positive	Short TL
3188	chr7	q	98502993	DEL	8	0.052772	98.502993	0.0812158063054998	0.000535740066294229	chr7q	2375.75	7	q	2.37575	Positive	Short TL
3188	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q	2375.75	7	q	2.37575	Positive	Short TL
3188	chr7	q	98502993	INS	1	6.8e-05	98.502993	0.0101519757881875	6.90334353596748e-07	chr7q	2375.75	7	q	2.37575	Positive	Short TL
3188	chr8	p	45270456	BND	2	0.31059	45.270456	0.0441789232253371	0.00686076588227872	chr8p	2236.625	8	p	2.236625	Negative	Short TL
3188	chr8	p	45270456	DEL	2	0.015848	45.270456	0.0441789232253371	0.000350073787637571	chr8p	2236.625	8	p	2.236625	Negative	Short TL
3188	chr8	p	45270456	INS	1	0.003081	45.270456	0.0220894616126685	6.80576312286318e-05	chr8p	2236.625	8	p	2.236625	Negative	Short TL
3188	chr8	q	100988875	DEL	3	0.002649	100.988875	0.0297062423955114	2.62306120352366e-05	chr8q	3307.66666666667	8	q	3.30766666666667	Negative	Short TL
3188	chr8	q	100988875	INS	2	0.001576	100.988875	0.0198041615970076	1.5605679338442e-05	chr8q	3307.66666666667	8	q	3.30766666666667	Negative	Short TL
3188	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q	3307.66666666667	8	q	3.30766666666667	Negative	Short TL
3188	chr9	p	46267185	DEL	1	0.004313	46.267185	0.0216135907122943	9.32194167421251e-05	chr9p	2822.5	9	p	2.8225	Negative	Short TL
3188	chr9	p	46267185	DUP	2	0.40756	46.267185	0.0432271814245885	0.00880883503070265	chr9p	2822.5	9	p	2.8225	Negative	Short TL
3188	chr9	q	104350062	BND	10	0.059666	104.350062	0.0958312799085831	0.000571786914702552	chr9q	3129.7	9	q	3.1297	Negative	Short TL
3188	chr9	q	104350062	DEL	2	0.003277	104.350062	0.0191662559817166	3.14039104260427e-05	chr9q	3129.7	9	q	3.1297	Negative	Short TL
3188	chr9	q	104350062	DUP	2	0.192553	104.350062	0.0191662559817166	0.00184526004402374	chr9q	3129.7	9	q	3.1297	Negative	Short TL
3188	chr9	q	104350062	INS	3	0.01201	104.350062	0.0287493839725749	0.000115093367170208	chr9q	3129.7	9	q	3.1297	Negative	Short TL
3988	chr1	p	124048267	DEL	9	0.056217	124.048267	0.0725524041379796	0.000453186500380533	chr1p	2347.5	1	p	2.3475	Negative	Other
3988	chr1	p	124048267	INS	3	0.000853	124.048267	0.0241841347126599	6.87635563663296e-06	chr1p	2347.5	1	p	2.3475	Negative	Other
3988	chr1	p	124048267	INV	1	0.000834	124.048267	0.00806137823755329	6.72318945011944e-06	chr1p	2347.5	1	p	2.3475	Negative	Other
3988	chr1	q	124339061	BND	8	135.222914	124.339061	0.0643401995773476	1.08753365927381	chr1q	5083	1	q	5.083	Negative	Other
3988	chr1	q	124339061	DEL	1	0.032202	124.339061	0.00804252494716845	0.000258985388348719	chr1q	5083	1	q	5.083	Negative	Other
3988	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q	5083	1	q	5.083	Negative	Other
3988	chr1	q	124339061	INS	2	0.003556	124.339061	0.0160850498943369	2.8599218712131e-05	chr1q	5083	1	q	5.083	Negative	Other
3988	chr1	q	124339061	INV	1	0.001196	124.339061	0.00804252494716845	9.61885983681347e-06	chr1q	5083	1	q	5.083	Negative	Other
3988	chr10	p	40649191	BND	10	0.062808	40.649191	0.246007355964354	0.00154512300134091	chr10p	3769.75	10	p	3.76975	Negative	Other
3988	chr10	p	40649191	DEL	5	0.014128	40.649191	0.123003677982177	0.000347559192506439	chr10p	3769.75	10	p	3.76975	Negative	Other
3988	chr10	p	40649191	DUP	1	0.00468	40.649191	0.0246007355964354	0.000115131442591317	chr10p	3769.75	10	p	3.76975	Negative	Other
3988	chr10	p	40649191	INS	2	0.002523	40.649191	0.0492014711928707	6.20676559098064e-05	chr10p	3769.75	10	p	3.76975	Negative	Other
3988	chr10	q	94108943	BND	8	0.183518	94.108943	0.0850078615801688	0.00195005909268368	chr10q	5998.5	10	q	5.9985	Positive	Other
3988	chr10	q	94108943	DEL	4	0.020491	94.108943	0.0425039307900844	0.000217737011454905	chr10q	5998.5	10	q	5.9985	Positive	Other
3988	chr11	p	52743313	DEL	2	0.011547	52.743313	0.03791949891354	0.000218928226977323	chr11p	3587	11	p	3.587	Negative	Other
3988	chr11	p	52743313	INS	1	0.000937	52.743313	0.01895974945677	1.77652852409935e-05	chr11p	3587	11	p	3.587	Negative	Other
3988	chr11	q	82384456	DEL	6	0.033935	82.384456	0.072829272551123	0.00041191022733706	chr11q	5008.33333333333	11	q	5.00833333333333	Negative	Other
3988	chr11	q	82384456	DUP	1	0.013863	82.384456	0.0121382120918538	0.00016827203422937	chr11q	5008.33333333333	11	q	5.00833333333333	Negative	Other
3988	chr11	q	82384456	INS	4	0.004641	82.384456	0.0485528483674153	5.63334423182936e-05	chr11q	5008.33333333333	11	q	5.00833333333333	Negative	Other
3988	chr12	p	35911664	BND	1	99.649015	35.911664	0.0278461059337156	2.77483702788041	chr12p	8105	12	p	8.105	Positive	Other
3988	chr12	p	35911664	DEL	1	0.000376	35.911664	0.0278461059337156	1.04701358310771e-05	chr12p	8105	12	p	8.105	Positive	Other
3988	chr12	p	35911664	DUP	1	0.000742	35.911664	0.0278461059337156	2.0661810602817e-05	chr12p	8105	12	p	8.105	Positive	Other
3988	chr12	q	97412884	BND	3	99.649185	97.412884	0.0307967475842313	1.02295693247312	chr12q	4392.5	12	q	4.3925	Positive	Other
3988	chr12	q	97412884	DEL	3	0.451903	97.412884	0.0307967475842313	0.00463904754118562	chr12q	4392.5	12	q	4.3925	Positive	Other
3988	chr12	q	97412884	DUP	3	0.01932	97.412884	0.0307967475842313	0.000198331054442449	chr12q	4392.5	12	q	4.3925	Positive	Other
3988	chr12	q	97412884	INS	1	5.1e-05	97.412884	0.0102655825280771	5.23544708931931e-07	chr12q	4392.5	12	q	4.3925	Positive	Other
3988	chr13	q	97043744	DEL	1	7.6e-05	97.043744	0.0103046312805079	7.831519773186e-07	chr13q	5875.33333333333	13	q	5.87533333333333	Positive	Other
3988	chr13	q	97043744	INS	1	0.000304	97.043744	0.0103046312805079	3.1326079092744e-06	chr13q	5875.33333333333	13	q	5.87533333333333	Positive	Other
3988	chr14	p	11400261	DEL	3	0.027205	11.400261	0.26315186994403	0.00238634887394245	chr14p	5178.25	14	p	5.17825	Positive	Other
3988	chr14	p	11400261	INS	1	0.00689	11.400261	0.0877172899813434	0.000604372127971456	chr14p	5178.25	14	p	5.17825	Positive	Other
3988	chr14	q	89761231	DEL	3	0.000396	89.761231	0.0334220015320423	4.41170420222958e-06	chr14q	5690.33333333333	14	q	5.69033333333333	Positive	Other
3988	chr14	q	89761231	INS	1	0.002929	89.761231	0.0111406671773474	3.26310141624506e-05	chr14q	5690.33333333333	14	q	5.69033333333333	Positive	Other
3988	chr15	q	82566565	DEL	4	0.017469	82.566565	0.0484457600967171	0.000211574745782388	chr15q	4054	15	q	4.054	Negative	Other
3988	chr16	p	36838903	DEL	1	0.022031	36.838903	0.0271452165663022	0.000598036266172204	chr16p	6043.5	16	p	6.0435	Positive	Other
3988	chr16	p	36838903	INS	2	0.00128	36.838903	0.0542904331326044	3.47458772048668e-05	chr16p	6043.5	16	p	6.0435	Positive	Other
3988	chr16	q	59491471	BND	4	0.073528	59.491471	0.0672365287454398	0.00123594187139867	chr16q	7737.4	16	q	7.7374	Negative	Other
3988	chr16	q	59491471	DEL	2	0.023486	59.491471	0.0336182643727199	0.00039477927852885	chr16q	7737.4	16	q	7.7374	Negative	Other
3988	chr16	q	59491471	INV	2	0.001093	59.491471	0.0336182643727199	1.83723814796914e-05	chr16q	7737.4	16	q	7.7374	Negative	Other
3988	chr17	p	25689679	DEL	1	0.000478	25.689679	0.0389261383919978	1.8606694151375e-05	chr17p	4594	17	p	4.594	Positive	Other
3988	chr17	p	25689679	INS	1	0.000106	25.689679	0.0389261383919978	4.12617066955177e-06	chr17p	4594	17	p	4.594	Positive	Other
3988	chr17	q	58587218	BND	2	0.001676	58.587218	0.034137138923374	2.86069224177874e-05	chr17q	6067	17	q	6.067	Positive	Other
3988	chr17	q	58587218	DEL	6	38.688226	58.587218	0.102411416770122	0.660352672830446	chr17q	6067	17	q	6.067	Positive	Other
3988	chr17	q	58587218	INS	2	0.003845	58.587218	0.034137138923374	6.56286495801866e-05	chr17q	6067	17	q	6.067	Positive	Other
3988	chr18	p	18449624	BND	2	0.163928	18.449624	0.108403293205325	0.00888516752428125	chr18p	4387	18	p	4.387	Negative	Other
3988	chr18	q	62092914	DEL	3	0.008937	62.092914	0.0483146917537161	0.00014392946673432	chr18q	6042	18	q	6.042	Positive	Other
3988	chr18	q	62092914	INS	4	0.007252	62.092914	0.0644195890049547	0.000116792714865983	chr18q	6042	18	q	6.042	Positive	Other
3988	chr19	p	27792923	BND	2	0.000262	27.792923	0.0719607649760337	9.42686021186041e-06	chr19p	2050.75	19	p	2.05075	Negative	Other
3988	chr19	p	27792923	INS	2	0.005141	27.792923	0.0719607649760337	0.000184975146370895	chr19p	2050.75	19	p	2.05075	Negative	Other
3988	chr2	p	93503283	BND	9	165.553331	93.503283	0.0962533048171154	1.7705616924702	chr2p	3395	2	p	3.395	Negative	Other
3988	chr2	p	93503283	DEL	5	0.081997	93.503283	0.0534740582317308	0.000876942470565445	chr2p	3395	2	p	3.395	Negative	Other
3988	chr2	p	93503283	INS	1	0.00396	93.503283	0.0106948116463462	4.23514541195308e-05	chr2p	3395	2	p	3.395	Negative	Other
3988	chr20	p	28012753	BND	2	0.330992	28.012753	0.0713960530762542	0.0118157611999078	chr20p	3244	20	p	3.244	Positive	Other
3988	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p	3244	20	p	3.244	Positive	Other
3988	chr20	q	38197502	DEL	3	0.004715	38.197502	0.0785391672994742	0.00012343739127234	chr20q	7025.5	20	q	7.0255	Negative	Other
3988	chr20	q	38197502	INS	1	0.002314	38.197502	0.0261797224331581	6.05798777103278e-05	chr20q	7025.5	20	q	7.0255	Negative	Other
3988	chr21	q	33956153	BND	6	11.328292	33.956153	0.176698461689697	0.333615294995284	chr21q	9040.5	21	q	9.0405	Negative	Other
3988	chr21	q	33956153	DEL	1	0.001427	33.956153	0.0294497436149496	4.2024784138533e-05	chr21q	9040.5	21	q	9.0405	Negative	Other
3988	chr21	q	33956153	INS	1	0.000329	33.956153	0.0294497436149496	9.6889656493184e-06	chr21q	9040.5	21	q	9.0405	Negative	Other
3988	chr22	q	37075304	DEL	1	0.000539	37.075304	0.0269721321772574	1.45379792435417e-05	chr22q	7252.16666666667	22	q	7.25216666666667	Positive	Other
3988	chr3	p	94076514	BND	6	13.799344	94.076514	0.0637778734020693	0.146682135777267	chr3p	10037.5	3	p	10.0375	Negative	Other
3988	chr3	p	94076514	DEL	4	0.022396	94.076514	0.0425185822680462	0.000238061542118791	chr3p	10037.5	3	p	10.0375	Negative	Other
3988	chr3	p	94076514	INS	1	7.9e-05	94.076514	0.0106296455670115	8.39741999793912e-07	chr3p	10037.5	3	p	10.0375	Negative	Other
3988	chr3	q	107029434	BND	22	288.440436	107.029434	0.205550932839652	2.694963667658	chr3q	2135.21428571429	3	q	2.13521428571429	Negative	Other
3988	chr3	q	107029434	DEL	5	0.101208	107.029434	0.046716121099921	0.000945609036856161	chr3q	2135.21428571429	3	q	2.13521428571429	Negative	Other
3988	chr3	q	107029434	INS	1	0.002042	107.029434	0.0093432242199842	1.90788638572077e-05	chr3q	2135.21428571429	3	q	2.13521428571429	Negative	Other
3988	chr4	p	52452474	DEL	3	0.14717	52.452474	0.0571946329929071	0.00280577804585538	chr4p	4202	4	p	4.202	Negative	Other
3988	chr4	p	52452474	INS	1	0.000682	52.452474	0.0190648776643024	1.30022465670542e-05	chr4p	4202	4	p	4.202	Negative	Other
3988	chr4	q	141122471	BND	6	0.033764	141.122471	0.0425162623463417	0.000239253180310314	chr4q	5734.5	4	q	5.7345	Positive	Other
3988	chr4	q	141122471	DEL	7	0.033941	141.122471	0.049602306070732	0.000240507410049531	chr4q	5734.5	4	q	5.7345	Positive	Other
3988	chr4	q	141122471	INS	6	0.013695	141.122471	0.0425162623463417	9.7043368805525e-05	chr4q	5734.5	4	q	5.7345	Positive	Other
3988	chr5	p	48317879	BND	2	0.001032	48.317879	0.0413925453971189	2.13585534249134e-05	chr5p	5688.66666666667	5	p	5.68866666666667	Positive	Other
3988	chr5	p	48317879	DEL	1	0.000861	48.317879	0.0206962726985595	1.78194907934597e-05	chr5p	5688.66666666667	5	p	5.68866666666667	Positive	Other
3988	chr5	p	48317879	INS	3	0.005594	48.317879	0.0620888180956784	0.000115774949475742	chr5p	5688.66666666667	5	p	5.68866666666667	Positive	Other
3988	chr5	q	133727560	BND	10	211.934464	133.72756	0.0747789012227547	1.58482263491535	chr5q	6124.66666666667	5	q	6.12466666666667	Negative	Other
3988	chr5	q	133727560	DUP	2	0.01357	133.72756	0.0149557802445509	0.000101474968959278	chr5q	6124.66666666667	5	q	6.12466666666667	Negative	Other
3988	chr5	q	133727560	INS	2	0.001847	133.72756	0.0149557802445509	1.38116630558428e-05	chr5q	6124.66666666667	5	q	6.12466666666667	Negative	Other
3988	chr6	p	59672548	BND	8	0.091436	59.672548	0.134064997526166	0.00153229588922531	chr6p	2850.25	6	p	2.85025	Negative	Other
3988	chr6	p	59672548	DEL	9	0.025192	59.672548	0.150823122216936	0.000422170677209896	chr6p	2850.25	6	p	2.85025	Negative	Other
3988	chr6	p	59672548	INS	8	0.00728	59.672548	0.134064997526166	0.000121999147748811	chr6p	2850.25	6	p	2.85025	Negative	Other
3988	chr7	p	62064435	DUP	1	0.000244	62.064435	0.0161122871738057	3.9313980704086e-06	chr7p	5220	7	p	5.22	Positive	Other
3988	chr7	p	62064435	INS	2	0.003935	62.064435	0.0322245743476115	6.34018500289256e-05	chr7p	5220	7	p	5.22	Positive	Other
3988	chr7	q	98502993	BND	4	0.02566	98.502993	0.0406079031527499	0.00026049969872489	chr7q	5331	7	q	5.331	Positive	Other
3988	chr7	q	98502993	DEL	7	0.402032	98.502993	0.0710638305173123	0.00408141913007659	chr7q	5331	7	q	5.331	Positive	Other
3988	chr7	q	98502993	DUP	3	6.65949	98.502993	0.0304559273645624	0.0676069812416766	chr7q	5331	7	q	5.331	Positive	Other
3988	chr7	q	98502993	INS	3	0.003892	98.502993	0.0304559273645624	3.95114897676256e-05	chr7q	5331	7	q	5.331	Positive	Other
3988	chr8	p	45270456	DEL	5	1.815474	45.270456	0.110447308063343	0.0401028432317978	chr8p	4624.5	8	p	4.6245	Negative	Other
3988	chr8	p	45270456	INS	1	0.007193	45.270456	0.0220894616126685	0.000158889497379925	chr8p	4624.5	8	p	4.6245	Negative	Other
3988	chr8	q	100988875	BND	2	0.003178	100.988875	0.0198041615970076	3.14688127776451e-05	chr8q	4655	8	q	4.655	Negative	Other
3988	chr8	q	100988875	DEL	2	0.016343	100.988875	0.0198041615970076	0.000161829706489948	chr8q	4655	8	q	4.655	Negative	Other
3988	chr8	q	100988875	DUP	1	0.091548	100.988875	0.0099020807985038	0.000906515692941426	chr8q	4655	8	q	4.655	Negative	Other
3988	chr8	q	100988875	INS	4	0.006875	100.988875	0.0396083231940152	6.80768054897136e-05	chr8q	4655	8	q	4.655	Negative	Other
3988	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q	4655	8	q	4.655	Negative	Other
3988	chr9	p	46267185	DEL	3	0.032215	46.267185	0.0648407721368828	0.000696281824796559	chr9p	6700.33333333333	9	p	6.70033333333333	Negative	Other
3988	chr9	p	46267185	DUP	1	0.01634	46.267185	0.0216135907122943	0.000353166072238888	chr9p	6700.33333333333	9	p	6.70033333333333	Negative	Other
3988	chr9	p	46267185	INS	1	0.003614	46.267185	0.0216135907122943	7.81115168342314e-05	chr9p	6700.33333333333	9	p	6.70033333333333	Negative	Other
3988	chr9	q	104350062	BND	10	34.186846	104.350062	0.0958312799085831	0.327616920821762	chr9q	9083.5	9	q	9.0835	Negative	Other
3988	chr9	q	104350062	DEL	4	0.007664	104.350062	0.0383325119634332	7.34450929219381e-05	chr9q	9083.5	9	q	9.0835	Negative	Other
3988	chr9	q	104350062	INS	4	0.01371	104.350062	0.0383325119634332	0.000131384684754667	chr9q	9083.5	9	q	9.0835	Negative	Other
6265D	chr1	p	124048267	BND	4	0.002788	124.048267	0.0322455129502132	2.24751225262986e-05	chr1p	6548	1	p	6.548	Negative	Other
6265D	chr1	p	124048267	DEL	6	0.02042	124.048267	0.0483682694253197	0.000164613343610838	chr1p	6548	1	p	6.548	Negative	Other
6265D	chr1	p	124048267	INS	4	0.008507	124.048267	0.0322455129502132	6.85781446668659e-05	chr1p	6548	1	p	6.548	Negative	Other
6265D	chr1	q	124339061	BND	4	0.757092	124.339061	0.0321700997886738	0.00608893129730166	chr1q	3906.33333333333	1	q	3.90633333333333	Negative	Other
6265D	chr1	q	124339061	DEL	2	0.028989	124.339061	0.0160850498943369	0.000233144755693466	chr1q	3906.33333333333	1	q	3.90633333333333	Negative	Other
6265D	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q	3906.33333333333	1	q	3.90633333333333	Negative	Other
6265D	chr1	q	124339061	INS	3	0.003718	124.339061	0.0241275748415054	2.99021077535723e-05	chr1q	3906.33333333333	1	q	3.90633333333333	Negative	Other
6265D	chr10	p	40649191	BND	2	0.017368	40.649191	0.0492014711928707	0.000427265575838889	chr10p	4818	10	p	4.818	Negative	Other
6265D	chr10	p	40649191	DEL	1	5.8e-05	40.649191	0.0246007355964354	1.42684266459325e-06	chr10p	4818	10	p	4.818	Negative	Other
